"genus","species","authority","year","higherTaxonomy"
"Arcanumophis","problematicus","MYERS","1986","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Archaeolacerta","bedriagae","CAMERANO","1885","Lacertidae, Lacertinae, Lacertoidea"
"Archaius","tigris","KUHL","1820","Chamaeleonidae, Iguania"
"Archelaphe","bella","STANLEY","1917","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Argyrophis","bothriorhynchus","GUNTHER","1864","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","diardii","SCHLEGEL","1839","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","fuscus","DUMERIL","1851","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","giadinhensis","BOURRET","1937","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","hypsobothrius","WERNER","1917","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","klemmeri","TAYLOR","1962","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","koshunensis","OSHIMA","1916","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","muelleri","SCHLEGEL","1839","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","oatesii","BOULENGER","1890","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","roxaneae","WALLACH","2001","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","siamensis","GUNTHER","1864","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Argyrophis","trangensis","TAYLOR","1962","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes"
"Aristelliger","barbouri","NOBLE & KLINGEL","1932","Sphaerodactylidae, Gekkota"
"Aristelliger","cochranae","GRANT","1931","Sphaerodactylidae, Gekkota"
"Aristelliger","expectatus","COCHRAN","1933","Sphaerodactylidae, Gekkota"
"Aristelliger","georgeensis","BOCOURT","1873","Sphaerodactylidae, Gekkota"
"Aristelliger","hechti","SCHWARTZ & CROMBIE","1975","Sphaerodactylidae, Gekkota"
"Aristelliger","lar","COPE","1862","Sphaerodactylidae, Gekkota"
"Aristelliger","nelsoni","BARBOUR","1914","Sphaerodactylidae, Gekkota"
"Aristelliger","praesignis","HALLOWELL","1856","Sphaerodactylidae, Gekkota"
"Aristelliger","reyesi","DIAZ & HEDGES","2009","Sphaerodactylidae, Gekkota"
"Arizona","elegans","KENNICOTT","1859","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arizona","pacata","KLAUBER","1946","Colubridae, Colubrinae, Lampropeltini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","ainictum","SCHWARTZ & GARRIDO","1981","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","albicollum","DIAZ FONG SALAS & HEDGES","2021","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","dolichura","WERNER","1909","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","procerum","HEDGES & GARRIDO","1992","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","redimitum","COPE","1862","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","supernum","HEDGES & GARRIDO","1992","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","taeniatum","GUNTHER","1858","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","tanyplectum","SCHWARTZ & GARRIDO","1981","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arrhyton","vittatum","GUNDLACH","1861","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Arthrosaura","kockii","LIDTH DE JEUDE","1904","Gymnophthalmidae (Ecpleopodinae), Gymnophthalmoidea"
"Arthrosaura","montigena","MYERS & DONNELLY","2008","Gymnophthalmidae (Ecpleopodinae), Gymnophthalmoidea"
"Arthrosaura","reticulata","O'SHAUGHNESSY","1881","Gymnophthalmidae (Ecpleopodinae), Gymnophthalmoidea"
"Arthrosaura","synaptolepis","DONNELLY MCDIARMID & MYERS","1992","Gymnophthalmidae (Ecpleopodinae), Gymnophthalmoidea"
"Arthrosaura","testigensis","GORZULA & SENARIS","1999","Gymnophthalmidae (Ecpleopodinae), Gymnophthalmoidea"
"Arthrosaura","tyleri","BURT & BURT","1931","Gymnophthalmidae (Ecpleopodinae), Gymnophthalmoidea"
"Arthrosaura","versteegii","LIDTH DE JEUDE","1904","Gymnophthalmidae (Ecpleopodinae), Gymnophthalmoidea"
"Asaccus","andersoni","TORKI FATHINIA ROSTAMI GHARZI & NAZARI-SERENJEH","2011","Phyllodactylidae, Gekkota"
"Asaccus","arnoldi","SIMO-RIUDALBAS TARROSO PAPENFUSS AL-SARIRI & CARRANZA","2017","Phyllodactylidae, Gekkota"
"Asaccus","barani","TORKI AHMADZADEH ILGAZ AVCI & KUMLUTAS","2011","Phyllodactylidae, Gekkota"
"Asaccus","caudivolvulus","ARNOLD & GARDNER","1994","Phyllodactylidae, Gekkota"
"Asaccus","elisae","WERNER","1896","Phyllodactylidae, Gekkota"
"Asaccus","gallagheri","ARNOLD","1972","Phyllodactylidae, Gekkota"
"Asaccus","gardneri","CARRANZA SIMO-RIUDALBAS JAYASINGHE WILMS & ELS","2016","Phyllodactylidae, Gekkota"
"Asaccus","granularis","TORKI","2010","Phyllodactylidae, Gekkota"
"Asaccus","griseonotus","DIXON & ANDERSON","1973","Phyllodactylidae, Gekkota"
"Asaccus","iranicus","TORKI AHMADZADEH ILGAZ AVCI & KUMLUTAS","2011","Phyllodactylidae, Gekkota"
"Asaccus","kermanshahensis","RASTEGAR-POUYANI","1996","Phyllodactylidae, Gekkota"
"Asaccus","kurdistanensis","RASTEGAR-POUYANI NILSON & FAIZI","2006","Phyllodactylidae, Gekkota"
"Asaccus","margaritae","CARRANZA SIMO-RIUDALBAS JAYASINGHE WILMS & ELS","2016","Phyllodactylidae, Gekkota"
"Asaccus","montanus","GARDNER","1994","Phyllodactylidae, Gekkota"
"Asaccus","nasrullahi","WERNER","2006","Phyllodactylidae, Gekkota"
"Asaccus","platyrhynchus","ARNOLD & GARDNER","1994","Phyllodactylidae, Gekkota"
"Asaccus","saffinae","AFRASIAB & MOHAMAD","2009","Phyllodactylidae, Gekkota"
"Asaccus","tangestanensis","TORKI AHMADZADEH ILGAZ AVCI & KUMLUTAS","2011","Phyllodactylidae, Gekkota"
"Asaccus","zagrosicus","TORKI AHMADZADEH ILGAZ AVCI & KUMLUTAS","2011","Phyllodactylidae, Gekkota"
"Aspidelaps","lubricus","LAURENTI","1768","Elapidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidelaps","scutatus","SMITH","1849","Elapidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidites","melanocephalus","KREFFT","1864","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Aspidites","ramsayi","MACLEAY","1882","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes"
"Aspidomorphus","lineaticollis","WERNER","1903","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidomorphus","muelleri","SCHLEGEL","1837","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidomorphus","schlegelii","GUNTHER","1872","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidoscelis","angusticeps","COPE","1878","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","burti","TAYLOR","1938","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","calidipes","DUELLMAN","1955","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","carmenensis","MASLIN & SECOY","1986","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","ceralbensis","VAN DENBURGH & SLEVIN","1921","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","communis","COPE","1878","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","costatus","COPE","1878","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","cozumela","GADOW","1906","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","danheimae","BURT","1929","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","deppii","WIEGMANN","1834","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","dixoni","SCUDDAY","1973","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","espiritensis","VAN DENBURGH & SLEVIN","1921","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","exsanguis","LOWE","1956","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","franciscensis","VAN DENBURGH & SLEVIN","1921","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","gularis","BAIRD & GIRARD","1852","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","guttatus","WIEGMANN","1834","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","hyperythrus","COPE","1863","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","inornatus","BAIRD","1859","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","labialis","STEJNEGER","1890","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","laredoensis","MCKINNEY KAY & ANDERSON","1973","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","lineattissimus","COPE","1878","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","marmoratus","BAIRD & GIRARD","1852","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","martyris","STEJNEGER","1891","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","maslini","FRITTS","1969","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","maximus","COPE","1863","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","mexicanus","PETERS","1869","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","motaguae","SACKETT","1941","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","neomexicanus","LOWE & ZWEIFEL","1952","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","neotesselatus","WALKER CORDES & TAYLOR","1997","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","opatae","WRIGHT","1967","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","pai","WRIGHT & LOWE","1993","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","parvisocius","ZWEIFEL","1960","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","pictus","VAN DENBURGH & SLEVIN","1921","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","preopatae","BARLEY REEDER NIETO-MONTES-DE-OCA COLE & THOMSON","2021","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","rodecki","MCCOY & MASLIN","1962","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","sackii","WIEGMANN","1834","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","scalaris","COPE","1892","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","sexlineatus","LINNAEUS","1766","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","sonorae","LOWE & WRIGHT","1964","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","stictogrammus","BURGER","1950","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","tesselatus","SAY","1822","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","tigris","BAIRD & GIRARD","1852","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","uniparens","WRIGHT & LOWE","1965","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","velox","SPRINGER","1928","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidoscelis","xanthonotus","DUELLMAN & LOWE","1953","Teiidae, Teiinae, Gymnophthalmoidea"
"Aspidura","brachyorrhos","BOIE","1827","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidura","ceylonensis","GUNTHER","1858","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidura","copei","GUNTHER","1864","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidura","deraniyagalae","GANS & FETCHO","1982","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidura","desilvai","WICKRAMASINGHE BANDARA VIDANAPATHIRANA & WICKRAMASINGHE","2019","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidura","drummondhayi","BOULENGER","1904","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidura","guentheri","FERGUSON","1876","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aspidura","ravanai","WICKRAMASINGHE VIDANAPATHIRANA KANDAMBI PYRON & WICKRAMASINGHE","2017","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
